lotid;logerror;transactiondate;aircond;style;basement;numbath;numbedroom;classbuild;qualitybuild;decktype;finishedarea1st;finishedarea;perimeterarea;totalarea;finishedareaEntry;countycode;numfireplace;numfullbath;garagenum;garagearea;tubflag;heatingtype;latitude;longitude;lotarea;poolnum;poolarea;citycode;countycode2;neighborhoodcode;regioncode;roomnum;storytype;num34bath;material;unitnum;year;numstories;fireplace;buildvalue;taxyear;landvalue;totaltaxvalue;taxdelinquencyflag;taxdelinquencyyear;mypointer;parcelvalue
17287909;;;;;;3;4;;;;2627;2627;;;2627;6111;2;3;2;588;;;34186811;-118780013;8949;;;53655;2061;;96393;8;;;;;1990;1;;378045;2015;252029;8174.38;;;9129;630074
11122096;;;1;;;3;4;;4;;;2566;;;;6037;0;3;;;;2;34448299;-118498686;6504;;;54311;3101;6952;96373;0;;;;1;1981;;;302147;2015;128320;6013.7;;;18883;430467
13994666;;;;;;2;3;;;;;1290;;;;6059;0;2;2;400;;;33820081;-117953991;8165;1;;16764;1286;275496;97023;6;;;;;1955;1;;80473;2015;177795;3201.32;;;23420;258268
14493737;;;1;;;2.5;3;;;;;2133;;;;6059;1;2;2;441;;6;33635683;-117647691;6039;;;12773;1286;;96995;8;;1;;;1977;1;;163133;2016;246923;4097.36;;;33150;410056
17167463;;;;;;2;3;;;;972;1390;;;972;6111;0;2;1;240;;;34177028;-119169511;6000;;;13150;2061;;97104;6;;;;;1950;1;;116261;2015;77505;2311.68;;;5165;193766
10798843;;;1;;;2;2;;4;;;910;;;;6037;0;2;;;;2;34176400;-118539000;218403;1;;12447;3101;47950;96379;0;;;;1;1970;;;99805;2015;41542;2388.55;;;18261;141347
10726870;;;1;;;4;4;;9;;;4202;;;;6037;0;4;;;;2;34183091;-118665691;15643;1;;12447;3101;48570;96389;0;;;;1;1988;;;629353;2016;511990;13954.88;;;24534;1141343
13045605;0.0119;5/5/16;1;;;2;3;;4;;;981;;;;6037;0;2;;;;2;34124654;-117809815;1935;1;;33836;3101;;96513;0;;;;1;1974;;;90774;2015;122555;2833.63;;;10217;213329
17094503;;;;;;2;4;;;;1486;1816;;;1486;6111;0;2;2;495;;;34281785;-119164699;7239;;;34543;2061;;97084;6;;;;;1974;1;;59952;2015;12845;812.7;;;33252;72797
14133725;;;;;;2.5;4;;;;;2664;;;;6059;1;2;2;600;TRUE;;33889973;-117971243;10812;;;24812;1286;;97041;8;;1;;;1977;2;;210192;2015;209083;4881.6;;;3485;419275
17078459;;;;;;1;3;;;66;1289;1289;;;1289;6111;1;1;2;400;;;34277803;-119257516;5643;;;34543;2061;;97083;6;;;;;1946;1;;154898;2015;234201;4112.38;;;7872;389099
11886079;;;1;;;5;8;;9;;;5442;;;;6037;0;5;;;;2;34115981;-118130079;73404;1;;54299;3101;623382;96296;0;;;;1;1933;;;1243067;2016;2900490;47687.53;;;25592;4143557
17215323;;;;;;3;4;;;;1161;1945;;;1161;6111;1;3;2;464;;;34223975;-118893280;6232;;;34278;2061;;96383;8;;;;;1977;2;;110888;2015;20148;1393.18;;;9863;131036
17179751;;;;;;3;4;;;;1260;1333;;;1260;6111;0;3;2;483;;;34200489;-119158046;5352;;;13150;2061;762937;97101;6;;;;;1969;1;;39209;2016;12381;654.04;;;389;51590
10841045;;;1;;;3;3;;8;;;1865;;;;6037;0;3;;;;2;34190039;-118433647;6776;1;;12447;3101;41466;96414;0;;;;1;1954;;;198457;2016;244456;5361.77;;;31766;442913
17123859;;;;;;3;4;;;;1227;2200;;;1227;6111;1;3;2;504;;;34240399;-119031853;7000;;;51239;2061;;97089;7;;;;;1973;2;;271726;2015;271726;5887.84;;;26931;543452
17223723;;;;;;2.5;4;;;;1962;2064;;;1962;6111;1;2;2;460;;;34238073;-118854249;11200;;;34278;2061;;96383;8;;1;;;1966;1;;176510;2016;111231;3055.6;;;20685;287741
12066243;-0.046;29/7/16;1;;;3;2;;4;;;1542;;;;6037;0;3;;;;2;34152600;-118250000;14897;;;45457;3101;273257;96325;0;;;;1;1979;;;186600;2015;288400;4902.31;;;1661;475000
11041403;;;1;;;2;4;;4;;;1732;;;;6037;0;2;;;;2;34248783;-118450607;7466;;;12447;3101;13176;96411;0;;;;1;1979;;;138219;2015;71816;5586.93;;;23344;210035
17192868;;;;;;3;4;;;;3062;3062;;;3062;6111;1;3;3;771;;;34158395;-118975526;10397;1;180;34278;2061;46736;96351;8;;;;;2001;1;;516996;2016;516996;11294.96;;;18207;1033992
11344563;;;1;;;3;4;;4;;;2214;;;;6037;0;3;;;;2;34472644;-118526820;5884;;;54311;3101;6952;96403;0;;;;1;1988;;;312608;2015;117727;6667.8;;;17367;430335
17106981;;;;;;2.5;3;;;;817;1631;;;817;6111;1;2;2;421;;;34268935;-119220770;3525;1;112;34543;2061;;97083;7;;1;;;2001;2;;246957;2015;152878;4208.42;;;10141;399835
10820824;;;;;;2;3;;7;;;1580;;;;6037;0;2;;;;2;34217672;-118508171;6048;1;;12447;3101;32368;96415;0;;;;1;1952;;;47101;2015;22827;910.58;;;31550;69928
10885135;;;1;;;2;2;;4;;;1141;;;;6037;0;2;;;;2;34205300;-118429000;141841;1;;12447;3101;41466;96414;0;;;;1;1976;;;113313;2015;66329;2285.53;;;20041;179642
14419856;-0.045;7/9/16;1;;;3;3;;;;;2530;;;;6059;1;3;2;480;;6;33522596;-117723221;4600;;;25459;1286;;96987;8;;;;;1989;;;254894;2015;670106;9915.38;;;8577;925000
10742125;;;1;;;3;3;;4;;;1773;;;;6037;0;3;;;;2;34147957;-118769075;1283;1;;9840;3101;249692;96336;0;;;;1;1981;;;173925;2015;188674;4502.86;;;19042;362599
10854601;;;1;;;3;5;;4;;;2686;;;;6037;0;3;;;;2;34158317;-118478869;5400;;;12447;3101;51906;96426;0;;;;1;1968;;;96880;2015;39549;1809.49;;;2922;136429
10867791;;;1;;;4;4;;7;;;3513;;;;6037;0;4;;;;2;34140516;-118485501;18642;1;;12447;3101;51906;96426;0;;;;1;1957;;;273815;2016;107079;4787.25;;;12250;380894
17138509;;;;;;2;4;;;;1754;1754;;;1754;6111;1;2;2;456;;;34232140;-119018656;7452;;;51239;2061;;97089;7;;;;;1970;1;;94418;2015;22505;1336.02;;;22334;116923
11886409;;;1;;;2;4;;8;;;2116;;;;6037;0;2;;;;2;34107446;-118134178;17690;1;;54299;3101;623382;96296;0;;;;1;1925;;;223389;2016;893574;14027.42;;;33647;1116963
17208489;;;;;;0;3;;;;568;2712;;;568;6111;2;;2;672;;;34253500;-118882343;217364;1;250;51239;2061;;97091;7;;;;;1987;3;;373391;2016;128625;5421.3;;;13614;502016
10801391;0.0862;28/4/16;;;;2;3;;7;;;1486;;;;6037;0;2;;;;7;34178635;-118521781;5499;;;12447;3101;51906;96349;0;;;;1;1949;;;84867;2015;193744;3568.67;;;23283;278611
12066839;;;1;;;1;2;;4;;;901;;;;6037;0;1;;;;2;34151100;-118247000;22313;1;;45457;3101;273257;96325;0;;;;1;1962;;;112000;2015;206000;3506.56;;;9049;318000
10767433;;;1;;;2;3;;4;;;1976;;;;6037;0;2;;;;2;34216175;-118573071;6398;;;12447;3101;27987;96341;0;;;;1;1970;;;74436;2015;19354;1356.46;;;22027;93790
12439584;;;;;;2;4;;7;;;1383;;;;6037;0;2;;;;2;33812265;-118091908;5579;1;;46298;3101;416320;96242;0;;;;1;1954;;;154100;2015;102553;3137.44;;;30847;256653
17055951;;;;;;2.5;4;;;66;1164;1732;;;1164;6111;1;2;1;370;;;34451289;-119237660;7500;;;13091;2061;;97099;8;;1;;;1948;2;;128076;2015;398182;7216.66;;;18693;526258
17090326;;;;;;2.5;4;;;;1844;1844;;;1844;6111;1;2;2;435;;;34287767;-119188223;7276;;;34543;2061;;97084;7;;1;;;1965;1;;62097;2016;15485;871.76;;;7552;77582
12056059;;;1;;;2;3;;4;;;1988;;;;6037;0;2;;;;2;34171565;-118277096;7387;;;45457;3101;273837;96321;0;;;;1;1931;;;160971;2015;424543;6499.57;;;15121;585514
11079101;;;1;;;3;5;;4;;;2722;;;;6037;0;3;;;;2;34252962;-118569859;11527;;;12447;3101;37835;96346;0;;;;1;1976;;;134102;2015;36446;2404.39;;;24640;170548
10750305;;;1;;;5;5;;11;;;6317;;;;6037;0;5;;;;2;34129164;-118750471;51658;1;;9840;3101;;96336;0;;;;1;1987;;;1004600;2016;895400;21674.33;;;17460;1900000
10868995;;;1;;;3;3;;4;;;2522;;;;6037;0;3;;;;2;34156724;-118495916;10276;;;12447;3101;51906;96426;0;;;;1;1954;;;246606;2015;150318;5023.39;;;17323;396924
17057441;;;;;;1;2;;;;908;908;;;908;6111;0;1;2;420;;;34450162;-119228068;4356;;;13091;2061;;97099;4;;;;;1973;1;;135915;2015;135915;3679.54;;;22860;271830
12919959;;;1;;;2;4;;7;;;1388;;;;6037;0;2;;;;2;34097850;-117904471;7589;1;;24245;3101;;96473;0;;;;1;1954;;;166703;2015;227770;4971.96;;;4334;394473
17235963;;;;;;4.5;5;;;;2253;4396;;;2253;6111;2;4;2;706;;;34305266;-118755340;7344;1;354;27110;2061;;97118;10;;1;;;2006;2;;344677;2016;640115;11011.78;;;11080;984792
11294954;;;1;;;2;4;;7;;;1574;;;;6037;0;2;;;;2;34694473;-118109137;8185;1;;5534;3101;;97318;0;;;;1;1973;;;150957;2015;37739;3059.32;;;20154;188696
17228710;;;;;;2;4;;;;999;1998;;;999;6111;1;2;2;596;;;34279239;-118767991;7924;1;512;27110;2061;;97118;6;;;;;1968;2;;208145;2016;138763;4101.62;;;23745;346908
10795803;;;1;;;2;4;;4;;;1856;;;;6037;0;2;;;;2;34172667;-118572242;11008;;;12447;3101;48570;96389;0;;;;1;1959;;;80179;2015;72723;2071.35;;;22348;152902
10779683;0.000231276601571;31/8/17;;;;2;3;;6;;;1129;;;;6037;0;2;;;;7;34186376;-118532555;7702;;;12447;3101;51906;96364;0;;;;1;1950;;;124714;2016;272005;4790.74;;;24193;396719
17233475;;;;;;2;4;;;;1462;1462;;;1462;6111;0;2;2;462;;;34274819;-118729288;5467;;;27110;2061;;97116;7;;;;;1974;1;;199121;2015;132746;3927.2;;;25223;331867
11035709;;;1;;;2;2;;7;;;1222;;;;6037;0;2;;;;2;34245806;-118439727;6159;;;12447;3101;268002;96361;0;;;;1;1952;;;75700;2015;301300;4607.06;;;25897;377000
12638831;;;;;;2;3;;4;;;1075;;;;6037;0;2;;;;2;33811100;-118308000;147280;1;;12447;3101;38888;96210;0;;;;1;1973;;;115200;2015;107729;2854.36;;;19615;222929
13068018;;;1;;;2;4;;4;;;1884;;;;6037;0;2;;;;2;34028605;-117849082;22007;1;;34636;3101;;96522;0;;;;1;1965;;;222017;2015;111630;4144.96;;;29030;333647
14093602;;;;;;1;2;;;;;1542;;;;6059;0;1;3;720;TRUE;;33786808;-117980437;8100;1;;24832;1286;;97048;6;;;;;1954;1;;162295;2015;228793;4598.9;;;5528;391088
14681201;;;1;7;;1;2;;;;;868;;;;6059;0;1;1;0;;6;33671071;-117774327;;;;52650;1286;274828;96952;4;;;6;;1978;1;;56501;2016;175335;2504.06;;;29898;231836
17230389;;;;;;2;5;;;;2098;2098;;;2098;6111;1;2;2;486;;;34283481;-118754609;6754;1;;27110;2061;;97118;9;;;;;1972;1;;231451;2016;231451;5416.48;;;12020;462902
10794261;;;1;;;2;2;;6;;;920;;;;6037;0;2;;;;2;34172500;-118600000;135972;1;;12447;3101;48570;96389;0;;;;1;1987;;;109392;2016;184514;3504.18;;;14753;293906
11755352;;;1;;;2;2;;1;;;1749;;;;6037;0;2;;;;2;34061600;-118356000;10797;;;12447;3101;274514;96017;0;;;;1;1979;;;107146;2015;428592;6609.48;;;29365;535738
17181752;;;;;;2;4;;;;1120;1120;;;1120;6111;0;2;2;441;;;34175322;-119157028;5250;;;13150;2061;;97104;6;;;;;1971;1;;35880;2015;13211;639.56;;;22778;49091
14042957;;;;;;2.5;4;;;;;2293;;;;6059;0;2;2;486;;;33725537;-118018184;6088;1;;25218;1286;;96965;8;;1;;;1965;2;;138026;2015;282177;4856.9;;;32779;420203
13893890;;;;;;5.5;4;;;;;5031;;;;6059;0;5;5;1263;TRUE;;33594775;-117873564;6273;;;53571;1286;28119;96957;4;;1;;;1997;1;;815222;2016;1703616;26710.48;;;7444;2518838
10892674;;;1;;;3;4;;6;;;3322;;;;6037;0;3;;;;2;34177615;-118400365;7850;1;;12447;3101;268548;96452;0;;;;1;1940;;;249850;2016;134401;4733.84;;;18489;384251
10806942;;;1;;;4;5;;4;;;3644;;;;6037;0;4;;;;2;34165338;-118572536;16171;1;;12447;3101;48570;96387;0;;;;1;1962;;;207299;2015;122488;4358.07;;;31215;329787
11150875;;;1;;;3;3;;4;;;1858;;;;6037;0;3;;;;2;34407569;-118441961;21217;;;54311;3101;37739;96401;0;;;;1;2004;;;299156;2015;113360;6810.43;;;7962;412516
10863470;;;1;;;2;2;;4;;;1123;;;;6037;0;2;;;;2;34148900;-118450000;13607;1;;12447;3101;27080;96412;0;;;;1;1972;;;60156;2015;24252;1035.15;;;5558;84408
17146678;;;;;;2;3;;;;1386;1386;;;1386;6111;1;2;1;374;;;34219034;-119200201;6941;;;13150;2061;;97101;6;;;;;1969;1;;169156;2015;169156;4151.8;;;24543;338312
11790641;;;1;;;2;2;;9;;;1433;;;;6037;0;2;;;;2;34064900;-118283000;46949;1;;12447;3101;276023;96038;0;;;;1;1981;;;328705;2016;23569;4306.07;;;32076;352274
11078546;;;1;;;3;4;;8;;;2862;;;;6037;0;3;;;;2;34252077;-118566527;11019;1;;12447;3101;37835;96346;0;;;;1;1968;;;363530;2016;339396;8623.49;;;3159;702926
11121651;;;1;;;2;3;;4;;;1526;;;;6037;0;2;;;;2;34458260;-118499132;7938;;;54311;3101;6952;96373;0;;;;1;1979;;;158000;2015;238000;5638.54;;;17030;396000
14267749;;;;;;2.5;6;;;;;2357;;;;6059;0;2;7;2000;;;33710520;-117897798;6000;1;;47568;1286;268323;97004;10;;1;;;1975;2;;215441;2015;72442;3529.22;;;793;287883
10735723;;;1;;;3;5;;8;;;2384;;;;6037;0;3;;;;2;34168952;-118650949;11713;1;;12447;3101;48570;96389;0;;;;1;1963;;;205628;2016;432903;7928.91;Y;12;32174;638531
12489183;;;1;;;3;4;;7;;;2950;;;;6037;0;3;;;;2;33837325;-118131024;17353;1;;46298;3101;274262;96242;0;;;;1;1936;;;520117;2016;364081;10523.84;;;3837;884198
17157148;;;;;;2.5;1;;;66;986;2144;;;986;6111;1;2;2;702;;;34191536;-119243603;4000;;;13150;2061;;97106;4;;1;;;1964;2;;265342;2015;344770;7429.82;;;26692;610112
14252621;;;;;;2;2;;;;;1549;;;;6059;0;2;2;415;TRUE;;33761802;-117882845;6726;1;;47568;1286;268585;97006;6;;;;;1956;1;;126424;2016;404882;6198.54;;;29054;531306
12073186;;;1;;;3;5;;9;;;4557;;;;6037;0;3;;;;2;34175140;-118237299;9087;1;;45457;3101;273890;96326;0;;;;1;1981;;;591193;2016;252778;9314.44;;;20591;843971
12510621;;;1;;;1;1;;6;;;748;;;;6037;0;1;;;;2;33790300;-118145000;79753;1;;46298;3101;273252;96247;0;;;;1;1988;;;92171;2016;31636;1528.89;;;4994;123807
11644256;;;1;;;4;4;;11;;;4422;;;;6037;0;4;;;;2;34071322;-118432569;13800;1;;12447;3101;118920;96005;0;;;;1;1937;;;260046;2016;482055;9223.19;;;71;742101
11657669;;;1;;;2;1;;8;;;799;;;;6037;0;2;;;;2;34055600;-118466000;23118;1;;12447;3101;113910;96030;0;;;;1;1969;;;116550;2016;371784;5892.33;;;12835;488334
10725787;;;1;;;3;4;;4;;;2421;;;;6037;0;3;;;;2;34204739;-118654571;7501;;;12447;3101;268588;96342;0;;;;1;1987;;;201425;2015;134818;4154.08;;;28785;336243
11076639;;;1;;;2;3;;7;;;1308;;;;6037;0;2;;;;2;34260616;-118599527;6016;;;12447;3101;37835;96346;0;;;;1;1960;;;135726;2015;90561;2856.28;;;7015;226287
11342491;;;1;;;3;4;;4;;;1670;;;;6037;0;3;;;;2;34446588;-118516445;5369;1;;54311;3101;6952;96373;0;;;;1;1981;;;209845;2015;108604;4500.69;;;8272;318449
10954145;;;1;;;4;4;;4;;;2547;;;;6037;0;4;;;TRUE;2;34213811;-118327250;15855;;;396054;3101;;96436;0;;;;1;1971;;;221536;2015;411606;7136.22;;;24695;633142
10868927;;;1;;;3;3;;11;;;2500;;;;6037;0;3;;;;2;34157500;-118500000;338301;1;;12447;3101;51906;96426;0;;;;1;1982;;;417014;2016;254120;8095.7;;;7503;671134
14224016;;;;;;2.5;4;;;;;2241;;;;6059;0;2;2;462;;;33816473;-117843009;8160;1;;33252;1286;;97063;9;;1;;;1966;1;;177357;2015;134772;3548.38;;;23254;312129
12609684;;;;;;3;5;;4;;;2220;;;;6037;0;3;;;;2;33811800;-118324066;5250;;;54722;3101;275428;96159;0;;;;1;1963;;;246821;2015;554648;9367.45;Y;14;14626;801469
11159831;;;1;;;1;1;;4;;;722;;;;6037;0;1;;;;2;34389300;-118562000;676029;;;54311;3101;48200;96378;0;;;;1;1977;;;54000;2015;101000;2282.87;;;4930;155000
10903659;;;1;;;3;4;;8;;;2547;;;;6037;0;3;;;;2;34158909;-118418178;8631;1;;12447;3101;27080;96424;0;;;;1;1952;;;374000;2016;766000;13715.29;;;24913;1140000
12101110;;;1;;;3;2;;4;;;1396;;;;6037;0;3;;;;2;34129400;-118144000;9435;;;47019;3101;275405;96294;0;;;;1;1997;;;222870;2015;71138;3586.94;;;34622;294008
11012636;;;1;;;3;2;;4;;;1371;;;;6037;0;3;;;;2;34281413;-118471201;785445;;;12447;3101;31817;96370;0;;;;1;1979;;;179653;2015;49224;2989.49;;;1395;228877
11655961;;;1;;;4;3;;10;;;3158;;;;6037;0;4;;;;2;34110568;-118393067;22640;1;;10389;3101;;96086;0;;;;1;1962;;;365785;2015;1776674;25435.56;;;27157;2142459
11157201;;;1;;;3;5;;9;;;2883;;;;6037;0;3;;;;2;34393952;-118412863;48052;1;;54311;3101;37739;96401;0;;;;1;1974;;;454998;2016;232182;8425.81;;;27928;687180
14428591;;;;;;1.5;2;;;;;1049;;;;6059;0;1;2;481;;6;33475405;-117709773;3850;;;17686;1286;;96961;4;;1;;;1972;1;TRUE;89055;2015;328353;5113.06;;;3987;417408
10921778;;;1;;;1;2;;7;;;839;;;;6037;0;1;;;;2;34211764;-118353596;5536;;;12447;3101;41131;96375;0;;;;1;1939;;;51939;2015;74259;1555.6;;;18082;126198
11760516;;;;;;1;3;;7;;;985;;;;6037;0;1;;;;7;33993504;-118261749;5334;;;12447;3101;268496;95992;0;;;;1;1908;;;17996;2015;126056;1911.88;Y;14;10739;144052
13970765;;;;;;2;3;;;;;1538;;;;6059;0;2;2;437;;;33737741;-117943620;8580;1;;47568;1286;268587;97050;6;;;;;1962;1;;47015;2015;20796;1336.58;;;32466;67811
17127523;;;;;;2.5;4;;;;3347;3347;;;3347;6111;2;2;2;636;;;34242476;-119058229;105850;;;51239;2061;;97089;8;;1;;;1977;1;;371877;2016;280657;6978.64;;;27871;652534
12525701;;;1;;;2;2;;7;;;1325;;;;6037;0;2;;;;2;33758864;-118115210;978900;1;;46298;3101;343505;96237;0;;;;1;1974;;;144179;2016;367345;6045.98;;;6524;511524
10846029;;;1;;;3;3;;4;;;1380;;;;6037;0;3;;;;2;34178991;-118436082;75354;1;;12447;3101;268548;96410;0;;;;1;1976;;;181399;2015;166826;4274.95;;;13547;348225
11647347;;;1;;;3;4;;10;;;2251;;;;6037;0;3;;;;2;34070763;-118461098;7917;;;12447;3101;118920;96030;0;;;;1;1956;;;131757;2015;79333;2765.87;;;3094;211090
17123961;;;;;;3;4;;;;1285;2281;;;1285;6111;2;3;2;620;;;34238621;-119037065;8120;;;51239;2061;;97089;7;;;;;1976;2;;249697;2015;249799;5423.96;;;2376;499496
12413939;;;1;;;3;5;;4;;;2607;;;;6037;0;3;;;;2;33871809;-118055153;6513;1;;10774;3101;;96206;0;;;;1;1973;;;108221;2015;22827;1764.67;;;12129;131048
10726338;;;1;;;3;3;;7;;;2012;;;;6037;0;3;;;;2;34183900;-118657000;57298;1;;12447;3101;48570;96389;0;;;;1;1985;;;173702;2015;285288;5642.3;;;13052;458990
14215646;;;13;;;2.5;2;;;;;1393;;;;6059;0;2;2;429;;;33846129;-117790061;1652;;;16764;1286;113455;97026;5;;1;;;1973;2;;122067;2016;107732;2719.12;;;16700;229799
14353026;;;13;;;2.5;3;;;;;1945;;;;6059;0;2;2;459;;;33706181;-117759803;5003;;;52650;1286;276486;96954;7;;1;;;1977;2;;106042;2015;69099;1964.48;;;30775;175141
17169585;;;;;;2;3;;;;1128;1128;;;1128;6111;0;2;2;522;;;34176859;-119187436;6120;;;13150;2061;760999;97104;5;;;;;1960;1;;70764;2016;30583;1163.06;;;17595;101347
11628994;;;1;;;2;2;;1;;;1226;;;;6037;0;2;;;;2;34060600;-118378000;11998;;;12447;3101;275024;96016;0;;;;1;1970;;;196543;2015;95995;3641.11;;;32867;292538
12437175;;;1;;;3;4;;8;;;2618;;;;6037;0;3;;;;2;33821213;-118073570;6249;1;;46298;3101;416307;96242;0;;;;1;1964;;;333673;2016;164531;6086.06;;;8992;498204
14597316;;;;;;1.5;2;;;;;1134;;;;6059;0;1;1;0;;6;33700701;-117799356;;1;;52650;1286;275916;96943;5;;1;;;2011;2;;105588;2016;372919;5057.5;;;8948;478507
14244615;;;13;;;2;3;;;;;1941;;;;6059;0;2;2;429;TRUE;;33790749;-117772069;9000;;;33252;1286;;97067;8;;;;;1984;2;;179869;2015;530131;7723.04;;;13165;710000
10851580;0.0375397388656;16/6/17;1;;;3;2;;7;;;1633;;;;6037;0;3;;;;2;34165400;-118518000;214358;1;;12447;3101;51906;96349;0;;;;1;1989;;;306868;2016;152913;5564.89;;;12225;459781
10755858;;;1;;;7;6;;12;;;7270;;;;6037;0;7;;;;2;34130379;-118671583;35950;1;;37688;3101;763012;96337;0;;;;1;2008;;;2337607;2015;1095696;46046.3;;;30671;3433303
17246919;;;;;;2.5;5;;;;1498;2743;;;1498;6111;1;2;2;613;;;34252837;-118730642;7394;;;27110;2061;;97118;9;;1;;;1998;2;;311595;2016;207727;6378.84;;;29680;519322
14324246;;;;;;8;6;;;;;10025;;;;6059;0;7;8;2203;TRUE;;33593282;-117836375;17626;1;;40009;1286;;96975;0;;2;;;2006;;;3605181;2015;3031221;76816.74;;;29794;6636402
14249135;;;;;;2;4;;;;;1352;;;;6059;0;2;1;378;TRUE;;33772769;-117830733;12400;1;;27491;1286;;97005;7;;;;;1957;1;;113626;2015;234264;3993.74;;;30607;347890
10771869;;;1;;;3;3;;8;;;1636;;;;6037;0;3;;;;2;34203100;-118587000;35578;;;12447;3101;27987;96341;0;;;;1;1992;;;107000;2016;234000;4142.01;;;27533;341000
12493682;;;;;;2;3;;7;;;1879;;;;6037;0;2;;;;7;33820028;-118113476;5364;;;46298;3101;276606;96242;0;;;;1;1950;;;76002;2015;34857;6721.25;Y;15;32153;110859
11056744;;;;;;2;4;;4;;;1671;;;;6037;0;2;;;;2;34258591;-118489908;7508;1;;12447;3101;31817;96370;0;;;;1;1959;;;164640;2015;176200;4279.19;;;7271;340840
12896864;;;1;;;2;3;;4;;;1770;;;;6037;0;2;;;;2;34103631;-117756362;7285;;;39308;3101;;96494;0;;;;1;1964;;;60579;2015;12372;1172.9;Y;14;27069;72951
10815286;;;1;;;5;5;;4;;;3841;;;;6037;0;5;;;;2;34143174;-118563388;16958;1;;12447;3101;47950;96379;0;;;;1;1969;;;425334;2015;582037;12590.15;;;14561;1007371
14233029;;;13;;;2.5;3;;;;;2749;;;;6059;0;2;3;776;;;33799838;-117799299;11000;1;;33252;1286;;97067;10;;1;;;1983;2;;300943;2015;97244;4451.34;;;24205;398187
10798900;;;1;;;2;2;;4;;;911;;;;6037;0;2;;;;2;34176400;-118539000;218403;1;;12447;3101;47950;96379;0;;;;1;1970;;;39822;2015;20954;2115.71;;;8867;60776
11686383;;;1;;;4;5;;10;;;4858;;;;6037;0;4;;;;2;34016781;-118804459;74516;1;;12520;3101;;96116;0;;;;1;1979;;;627969;2015;1459605;24861.57;;;28255;2087574
12126071;;;1;;;3;3;;8;;;1992;;;;6037;0;3;;;;2;34157233;-118075504;11805;1;;47019;3101;274705;96295;0;;;;1;1948;;;187786;2016;714569;10424.18;;;22879;902355
14437821;;;;;;4.5;5;;;;;4147;;;;6059;0;4;2;677;TRUE;;33461260;-117615476;7784;1;;13693;1286;;96983;0;;1;;;2003;;;756450;2016;755429;16343.18;Y;15;19872;1511879
10894598;;;1;;;2;3;;7;;;936;;;;6037;0;2;;;;2;34171282;-118428911;6753;;;12447;3101;27080;96410;0;;;;1;1937;;;112044;2015;151541;3232.73;;;1573;263585
11129251;;;1;;;4;5;;4;;;2778;;;;6037;0;4;;;TRUE;2;34277700;-118547751;10617;;;12447;3101;275078;96356;0;;;;1;1976;;;234489;2015;188386;5356.79;;;3366;422875
11463324;;;;;;2;4;;4;;;2307;;;;6037;0;2;;;;2;33959532;-118437994;5850;1;;12447;3101;276514;96129;0;;;;1;1958;;;191257;2015;819683;12458.87;;;29941;1010940
10852042;;;1;;;1;1;;6;;;712;;;;6037;0;1;;;;2;34169800;-118517000;406305;1;;12447;3101;51906;96349;0;;;;1;1971;;;82531;2016;106452;2323.29;;;21224;188983
17210450;;;;;;2;3;;;;1712;1712;;;1712;6111;1;2;2;572;;;34222312;-118870989;7700;1;350;34278;2061;;96383;7;;;;;1977;1;;197016;2016;131340;3651.24;;;24222;328356
14309557;;;;;;2.5;4;;;;;2126;;;;6059;1;2;2;480;;;33660108;-117825542;2656;;;52650;1286;275824;96947;7;;1;;;1967;2;;136229;2015;331875;4805.8;;;21769;468104
14028118;;;;;;3;4;;;;;2337;;;;6059;0;3;2;713;;;33740035;-118000365;9000;1;;34780;1286;;96990;8;;;;;1967;2;;153757;2015;242624;8926.76;Y;15;6614;396381
10721189;;;1;;;3;4;;8;;;1688;;;;6037;0;3;;;;2;34200100;-118610000;22846;1;;12447;3101;30731;96338;0;;;;1;2003;;;169900;2016;220100;4782.23;;;13379;390000
12624444;;;;;;2;2;;4;;;1032;;;;6037;0;2;;;;7;33783900;-118298000;64341;1;;12447;3101;38888;96210;0;;;;1;1979;;;138717;2015;120357;3188.12;;;12076;259074
11701051;;;1;;;2;3;;7;;;2223;;;;6037;0;2;;;;2;33995475;-118335423;7006;;;12447;3101;115729;96024;0;;;;1;1925;;;152507;2015;104632;3266.13;;;4963;257139
12029398;;;1;;;2;2;;8;;;1002;;;;6037;0;2;;;;2;34118200;-118336000;598159;1;;12447;3101;274049;96049;0;;;;1;1975;;;127600;2016;214957;4251.45;;;9304;342557
10769479;;;1;;;3;3;;8;;;2117;;;;6037;0;3;;;;2;34210832;-118602160;4821;;;12447;3101;30731;96339;0;;;;1;2002;;;287315;2016;235538;6474.45;;;23423;522853
13836940;0.0392;12/10/16;;;;2;4;;;;;1382;;;;6059;0;2;1;370;;;33777693;-117878637;6200;;;47568;1286;276461;97006;7;;;;;1955;1;;40764;2015;35495;1129.92;;;24632;76259
17230388;;;;;;2;3;;;;1664;1664;;;1664;6111;1;2;2;456;;;34283481;-118754832;6754;1;390;27110;2061;;97118;6;;;;;1975;1;;169760;2016;80830;3065.88;;;20887;250590
11523743;0.00274993968907;6/2/17;1;;;2;2;;7;;;1289;;;;6037;0;2;;;;2;33971500;-118425000;25917;;;12447;3101;13327;96072;0;;;;1;2003;;;206455;2016;287765;8496.74;;;8312;494220
17057333;;;;;;2;3;;;;2452;2452;;;2452;6111;2;2;2;448;;;34455229;-119210368;70567;1;848;13091;2061;;97099;7;;;;;1940;1;;290361;2016;1362138;17749.2;;;25067;1652499
